timestamp,level,college,buy_frequency,daily_spend,products_bought,stockout_freq,stockout_action,items_not_found,wish_vendors_sold,water_bags_per_week,bread_frequency,cooked_food_frequency,stationery_frequency,toiletries_frequency,vendor_choice_reason,stopped_buying,other_comments,daily_spend_clean,w_water,w_bread,w_food,w_stationery,w_toiletries,buy_freq_clean,stockout_freq_clean,buys_water,buys_stationery,stopped_clean,freq_num,spend_num
4/29/2026 18:23,400,CONAS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Exercise books / jotters / notebooks, Phone accessories (charger, earpiece, etc.)",Sometimes (once or twice a week),Try another vendor on campus,None  I usually find what I need,,15 bags,Once or twice a week,Twice or more daily,Only at the start of semester,Rarely / never,"They always have what I need in stock, Their location is more convenient",I've thought about it,Sell more healthy food options,"More than ₦3,000",2,3,5,2,1,4-5x/week,Sometimes,1,1,Considered it,4,3500
5/9/2026 12:49,400,CBSS,23 times a week,"?1,001  ?2,000","Instant noodles (Indomie, etc.), Rice / beans / cooked food, Toiletries (soap, toothpaste, tissue, etc.), Phone accessories (charger, earpiece, etc.)",Rarely,Ask a friend to get it for me,Phone accessories,Sardine bread,15 bags,Once or twice a week,Twice or more daily,Rarely / never,Rarely / never,"Their prices are cheaper, Their location is more convenient",No,,"₦1,001 – ₦2,000",2,3,5,1,1,2-3x/week,Rarely,0,0,No,3,1500
5/1/2026 17:42,400,CACOS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.)",Frequently (several times a week),Try another vendor on campus,"Cold drinks / chilled beverages, Toiletries (e.g., a specific soap or toothpaste brand)",Protein bars,610 bags,Rarely / never,Once a day,Monthly,Rarely / never,I have a relationship with the vendor,No,,"More than ₦3,000",3,1,4,2,1,4-5x/week,Frequently,1,0,No,4,3500
5/4/2026 3:24,100,CBSS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Provisions (sugar, milk, etc.), Airtime / data top-up",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Specific type of bread or food",Nescafe sachets,1120 bags,Once or twice a week,Twice or more daily,Rarely / never,Rarely / never,They always have what I need in stock,No,Sell more healthy food options,"More than ₦3,000",4,3,5,1,1,Daily,Sometimes,1,0,No,5,3500
5/8/2026 13:20,200,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Pens / pencils / writing materials, Exercise books / jotters / notebooks, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Specific type of bread or food, None  I usually find what I need",,I don't buy water on campus,Rarely / never,A few times a week,Every 23 weeks,Rarely / never,Their food or products taste/feel better,No,Stay open later at night,"₦2,001 – ₦3,000",1,1,3,3,1,Daily,Sometimes,1,1,No,5,2500
5/10/2026 14:36,400,CACOS,23 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Airtime / data top-up, Exercise books / jotters / notebooks, Phone accessories (charger, earpiece, etc.)",Frequently (several times a week),Try another vendor on campus,"Cold drinks / chilled beverages, Medications / First aid items",Shawarma,15 bags,Once or twice a week,Once a day,Rarely / never,Every 2 weeks,"I have a relationship with the vendor, Their prices are cheaper, They always have what I need in stock",No,More variety of food is needed,"₦2,001 – ₦3,000",2,3,4,1,4,2-3x/week,Frequently,1,1,No,3,2500
5/4/2026 12:07,200,CBSS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Try another vendor on campus,Medications / First aid items,Gift items,I don't buy water on campus,Daily,Twice or more daily,Only at the start of semester,Weekly,"They always have what I need in stock, Their location is more convenient, I have a relationship with the vendor",I've thought about it,They should sell cold drinks consistently,"₦500 – ₦1,000",1,5,5,2,5,Daily,Sometimes,1,0,Considered it,5,750
5/4/2026 5:31,100,CBSS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Rarely,Try another vendor on campus,None  I usually find what I need,Toothbrush variety,I don't buy water on campus,Once or twice a week,Rarely / never,Only at the start of semester,Every 2 weeks,"Their food or products taste/feel better, They restock quickly, Their prices are cheaper",No,More phone accessories vendors needed,"More than ₦3,000",1,3,1,2,4,Daily,Rarely,1,1,No,5,3500
5/10/2026 3:01,200,CONAS,Rarely,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy, Pens / pencils / writing materials",Never,Try another vendor on campus,None  I usually find what I need,Dettol hand sanitiser,610 bags,Once or twice a week,A few times a week,Every 23 weeks,Rarely / never,"They restock quickly, I have a relationship with the vendor, They always have what I need in stock",No,More snack options please,"More than ₦3,000",3,3,3,3,1,Rarely,Never,1,1,No,1,3500
5/4/2026 5:06,300,CONAS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Printing / photocopy, Pens / pencils / writing materials",Never,Try another vendor on campus,"Toiletries (e.g., a specific soap or toothpaste brand), Medications / First aid items, Specific provisions (e.g., a particular seasoning or spread)",Nescafe sachets,15 bags,Daily,Once a day,Every 23 weeks,Monthly,Their food or products taste/feel better,"Yes, more than once",Sell more affordable provisions,"₦500 – ₦1,000",2,5,4,3,3,Daily,Never,1,1,Yes - multiple times,5,750
4/28/2026 22:01,400,CONAS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Pens / pencils / writing materials, Exercise books / jotters / notebooks, Toiletries (soap, toothpaste, tissue, etc.)",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food",USB cables,15 bags,Rarely / never,A few times a week,Monthly,Weekly,They always have what I need in stock,"Yes, more than once",More phone accessories vendors needed,"₦1,001 – ₦2,000",2,1,3,2,5,Daily,Rarely,1,1,Yes - multiple times,5,1500
5/10/2026 21:16,400,CONAS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials",Rarely,Try another vendor on campus,"Medications / First aid items, Printing paper / cardboard, None  I usually find what I need","Intercontinental dishes (Afang, Edikaikong soup)",15 bags,Once or twice a week,Twice or more daily,Weekly,Monthly,"They restock quickly, Their prices are cheaper","Yes, once",Always have change ready,"₦1,001 – ₦2,000",2,3,5,5,3,2-3x/week,Rarely,1,1,Yes - once,3,1500
5/10/2026 9:09,300,CONAS,Every day,"?1,001  ?2,000","Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Airtime / data top-up, Phone accessories (charger, earpiece, etc.)",Rarely,Try another vendor on campus,Cold drinks / chilled beverages,Smoothies,1120 bags,Daily,A few times a week,Every 23 weeks,Monthly,"Their prices are cheaper, They restock quickly, Their food or products taste/feel better",I've thought about it,Vendors should restock faster,"₦1,001 – ₦2,000",4,5,3,3,3,Daily,Rarely,0,0,Considered it,5,1500
5/7/2026 1:45,400,CBSS,45 times a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Rice / beans / cooked food, Printing / photocopy",Frequently (several times a week),Try another vendor on campus,"Cold drinks / chilled beverages, Specific type of bread or food, Medications / First aid items",Cornflakes / cereal,15 bags,Rarely / never,Once a day,Only at the start of semester,Monthly,"Their prices are cheaper, They restock quickly","Yes, more than once",,"₦500 – ₦1,000",2,1,4,2,3,4-5x/week,Frequently,1,0,Yes - multiple times,4,750
5/4/2026 0:52,100,CBSS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Pens / pencils / writing materials, Exercise books / jotters / notebooks, Medications (paracetamol, malaria drugs, etc.)",Never,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific provisions (e.g., a particular seasoning or spread)",Sanitary pads,15 bags,Daily,A few times a week,Rarely / never,Every 2 weeks,"Their prices are cheaper, Their location is more convenient",I've thought about it,Stay open later at night,"₦2,001 – ₦3,000",2,5,3,1,4,4-5x/week,Never,1,1,Considered it,4,2500
5/1/2026 8:00,400,CBSS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Pens / pencils / writing materials",Frequently (several times a week),Try another vendor on campus,"Cold drinks / chilled beverages, Phone accessories, Specific provisions (e.g., a particular seasoning or spread)",,1120 bags,Rarely / never,Twice or more daily,Only at the start of semester,Rarely / never,I have a relationship with the vendor,"Yes, more than once",They should accept transfer payments,"₦2,001 – ₦3,000",4,1,5,2,1,Daily,Frequently,1,1,Yes - multiple times,5,2500
4/29/2026 6:04,100,CBSS,Rarely,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Printing / photocopy, Pens / pencils / writing materials",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand), Printing paper / cardboard, None  I usually find what I need",Butter bread from oven,I don't buy water on campus,Once or twice a week,Twice or more daily,Only at the start of semester,Every 2 weeks,"Their food or products taste/feel better, They always have what I need in stock, They restock quickly","Yes, more than once",Better customer service needed,"₦500 – ₦1,000",1,3,5,2,4,Rarely,Sometimes,1,1,Yes - multiple times,1,750
5/6/2026 12:00,400,CBSS,45 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Bread, Rice / beans / cooked food, Provisions (sugar, milk, etc.), Airtime / data top-up, Phone accessories (charger, earpiece, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Specific type of bread or food, Toiletries (e.g., a specific soap or toothpaste brand), None  I usually find what I need",,15 bags,Rarely / never,Rarely / never,Rarely / never,Every 2 weeks,They always have what I need in stock,I've thought about it,Better customer service needed,"₦2,001 – ₦3,000",2,1,1,1,4,4-5x/week,Sometimes,1,0,Considered it,4,2500
5/2/2026 5:20,100,CBSS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy, Pens / pencils / writing materials",Sometimes (once or twice a week),Try another vendor on campus,"Specific type of bread or food, Medications / First aid items, Specific provisions (e.g., a particular seasoning or spread)",,15 bags,Rarely / never,Rarely / never,Only at the start of semester,Rarely / never,"Their prices are cheaper, Their location is more convenient",I've thought about it,Open earlier in the morning,"₦2,001 – ₦3,000",2,1,1,2,1,Daily,Sometimes,1,1,Considered it,5,2500
5/7/2026 21:56,200,CACOS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Pens / pencils / writing materials, Exercise books / jotters / notebooks, Toiletries (soap, toothpaste, tissue, etc.)",Almost every time,Try another vendor on campus,"Cold drinks / chilled beverages, Phone accessories",Energy drinks,15 bags,Rarely / never,Twice or more daily,Monthly,Rarely / never,Their location is more convenient,I've thought about it,They should accept transfer payments,"₦500 – ₦1,000",2,1,5,2,1,Daily,Very Often,1,1,Considered it,5,750
5/10/2026 21:23,400,CBSS,Rarely,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Printing / photocopy, Pens / pencils / writing materials, Medications (paracetamol, malaria drugs, etc.)",Rarely,Go without it,None  I usually find what I need,Better variety of snacks,15 bags,Once or twice a week,Rarely / never,Weekly,Rarely / never,"Their food or products taste/feel better, Their prices are cheaper, I have a relationship with the vendor",I've thought about it,,"₦2,001 – ₦3,000",2,3,1,5,1,Rarely,Rarely,1,1,Considered it,1,2500
4/30/2026 13:41,400,CACOS,23 times a week,"?500  ?1,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Order it online,"Cold drinks / chilled beverages, Toiletries (e.g., a specific soap or toothpaste brand), None  I usually find what I need",Yoghurt drinks,15 bags,Once or twice a week,Once a day,Weekly,Monthly,"Their location is more convenient, They always have what I need in stock",No,,"₦500 – ₦1,000",2,3,4,5,3,2-3x/week,Sometimes,0,1,No,3,750
4/30/2026 3:14,200,CBSS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Pens / pencils / writing materials",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Printing paper / cardboard, Phone accessories",,15 bags,Rarely / never,A few times a week,Weekly,Rarely / never,"Their food or products taste/feel better, Their prices are cheaper","Yes, more than once",They should reduce prices,"More than ₦3,000",2,1,3,5,1,Daily,Sometimes,1,1,Yes - multiple times,5,3500
5/9/2026 0:22,400,CONAS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Bread, Instant noodles (Indomie, etc.), Tea / Milo / beverages, Airtime / data top-up, Pens / pencils / writing materials",Frequently (several times a week),Try another vendor on campus,"Specific type of bread or food, Printing paper / cardboard",,I don't buy water on campus,Rarely / never,Rarely / never,Only at the start of semester,Every 2 weeks,"Their food or products taste/feel better, Their location is more convenient, They always have what I need in stock",I've thought about it,They should sell cold drinks consistently,"₦1,001 – ₦2,000",1,1,1,2,4,Daily,Frequently,1,1,Considered it,5,1500
5/9/2026 15:45,400,CONAS,23 times a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Printing / photocopy, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Specific provisions (e.g., a particular seasoning or spread)",Sanitary pads,610 bags,Once or twice a week,Once a day,Monthly,Monthly,They always have what I need in stock,I've thought about it,Better customer service needed,"₦500 – ₦1,000",3,3,4,2,3,2-3x/week,Sometimes,1,0,Considered it,3,750
4/30/2026 22:13,400,CONAS,45 times a week,"More than ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy, Exercise books / jotters / notebooks",Rarely,Go without it,"Cold drinks / chilled beverages, Specific type of bread or food",Gift items,I don't buy water on campus,Rarely / never,Twice or more daily,Weekly,Rarely / never,"They restock quickly, I have a relationship with the vendor, Their location is more convenient","Yes, once",,"More than ₦3,000",1,1,5,5,1,4-5x/week,Rarely,0,1,Yes - once,4,3500
5/5/2026 22:58,400,CBSS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Tea / Milo / beverages, Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials, Exercise books / jotters / notebooks, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Try another vendor on campus,None  I usually find what I need,Herbal teas,I don't buy water on campus,Daily,Once a day,Only at the start of semester,Weekly,"Their location is more convenient, Their food or products taste/feel better",I've thought about it,,"₦1,001 – ₦2,000",1,5,4,2,5,2-3x/week,Sometimes,1,1,Considered it,3,1500
4/28/2026 20:55,400,CBSS,Every day,Less than ?500,"Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy",Rarely,Try another vendor on campus,"Cold drinks / chilled beverages, Specific type of bread or food",Herbal teas,15 bags,35 times a week,A few times a week,Monthly,Monthly,"They restock quickly, Their location is more convenient, I have a relationship with the vendor",No,,Less than ₦500,2,4,3,2,3,Daily,Rarely,1,0,No,5,250
5/8/2026 1:08,400,CONAS,45 times a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy, Medications (paracetamol, malaria drugs, etc.)",Sometimes (once or twice a week),Go without it,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Stapler pins / office supplies",Indomie with egg,15 bags,35 times a week,Once a day,Rarely / never,Rarely / never,I have a relationship with the vendor,I've thought about it,Always have change ready,"₦500 – ₦1,000",2,4,4,1,1,4-5x/week,Sometimes,1,0,Considered it,4,750
5/9/2026 7:31,300,CONAS,23 times a week,"?2,001  ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food",Rarely,Go off campus to buy it,"Cold drinks / chilled beverages, Stapler pins / office supplies",Irish Spring soap,15 bags,Once or twice a week,Once a day,Rarely / never,Rarely / never,Their location is more convenient,I've thought about it,Better customer service needed,"₦2,001 – ₦3,000",2,3,4,1,1,2-3x/week,Rarely,0,0,Considered it,3,2500
4/29/2026 11:03,400,CONAS,Rarely,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Rarely,Try another vendor on campus,"Specific type of bread or food, Medications / First aid items",Hot puff-puff,15 bags,35 times a week,Once a day,Only at the start of semester,Every 2 weeks,"Their food or products taste/feel better, Their prices are cheaper, They always have what I need in stock","Yes, once",They should be more organised,"More than ₦3,000",2,4,4,2,4,Rarely,Rarely,1,1,Yes - once,1,3500
4/30/2026 18:13,400,CONAS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Phone accessories",Sardine bread,15 bags,Rarely / never,A few times a week,Every 23 weeks,Rarely / never,Their location is more convenient,"Yes, more than once",,"More than ₦3,000",2,1,3,3,1,4-5x/week,Rarely,1,0,Yes - multiple times,4,3500
5/9/2026 17:40,200,CACOS,Every day,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials, Medications (paracetamol, malaria drugs, etc.), Phone accessories (charger, earpiece, etc.)",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food",Butter bread from oven,610 bags,Rarely / never,Twice or more daily,Every 23 weeks,Rarely / never,"They restock quickly, Their location is more convenient",I've thought about it,They should be more organised,"₦1,001 – ₦2,000",3,1,5,3,1,Daily,Sometimes,1,1,Considered it,5,1500
4/28/2026 19:48,400,CBSS,45 times a week,"?1,001  ?2,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Never,Try another vendor on campus,"Cold drinks / chilled beverages, Specific provisions (e.g., a particular seasoning or spread), None  I usually find what I need",Sardine bread,15 bags,Rarely / never,Once a day,Only at the start of semester,Every 2 weeks,"Their location is more convenient, Their food or products taste/feel better, They restock quickly","Yes, once",They should reduce prices,"₦1,001 – ₦2,000",2,1,4,2,4,4-5x/week,Never,0,1,Yes - once,4,1500
5/7/2026 7:25,300,CACOS,23 times a week,"More than ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy, Phone accessories (charger, earpiece, etc.)",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Phone accessories",Better variety of snacks,15 bags,Once or twice a week,Rarely / never,Monthly,Weekly,"They restock quickly, Their location is more convenient, They always have what I need in stock",No,Improve food quality,"More than ₦3,000",2,3,1,2,5,2-3x/week,Rarely,0,0,No,3,3500
5/5/2026 2:11,300,CACOS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Printing / photocopy, Toiletries (soap, toothpaste, tissue, etc.)",Rarely,Go without it,"Toiletries (e.g., a specific soap or toothpaste brand)",Herbal teas,610 bags,Once or twice a week,Once a day,Only at the start of semester,Rarely / never,"They always have what I need in stock, Their food or products taste/feel better","Yes, more than once",,"₦1,001 – ₦2,000",3,3,4,2,1,2-3x/week,Rarely,1,0,Yes - multiple times,3,1500
4/28/2026 21:28,400,CACOS,Once a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Energy drinks (Predator, Power Horse, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.)",Frequently (several times a week),Order it online,"Cold drinks / chilled beverages, Phone accessories, Specific provisions (e.g., a particular seasoning or spread), None  I usually find what I need",Hot puff-puff,15 bags,35 times a week,Twice or more daily,Weekly,Monthly,"They always have what I need in stock, They restock quickly","Yes, once",Sell more affordable provisions,"₦500 – ₦1,000",2,4,5,5,3,Weekly,Frequently,1,0,Yes - once,2,750
5/3/2026 5:12,400,CACOS,23 times a week,"?2,001  ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Pens / pencils / writing materials",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific type of bread or food, Printing paper / cardboard",Hand cream / lotion,I don't buy water on campus,Rarely / never,Rarely / never,Monthly,Rarely / never,"They always have what I need in stock, Their prices are cheaper","Yes, once",Open earlier in the morning,"₦2,001 – ₦3,000",1,1,1,2,1,2-3x/week,Sometimes,0,1,Yes - once,3,2500
5/3/2026 20:47,400,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Instant noodles (Indomie, etc.)",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Printing paper / cardboard, Specific provisions (e.g., a particular seasoning or spread), None  I usually find what I need",Sardine bread,15 bags,Once or twice a week,Once a day,Every 23 weeks,Rarely / never,"Their prices are cheaper, They always have what I need in stock, They restock quickly",I've thought about it,They should accept transfer payments,"₦2,001 – ₦3,000",2,3,4,3,1,Daily,Rarely,1,0,Considered it,5,2500
5/8/2026 22:42,400,CONAS,Once a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy",Rarely,Try another vendor on campus,"Specific type of bread or food, None  I usually find what I need",Nescafe sachets,610 bags,Rarely / never,A few times a week,Only at the start of semester,Every 2 weeks,I have a relationship with the vendor,I've thought about it,Open earlier in the morning,"₦500 – ₦1,000",3,1,3,2,4,Weekly,Rarely,1,0,Considered it,2,750
5/7/2026 7:06,400,CBSS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up, Pens / pencils / writing materials",Frequently (several times a week),Try another vendor on campus,Cold drinks / chilled beverages,Cway Peach drink,610 bags,Daily,Once a day,Every 23 weeks,Rarely / never,Their prices are cheaper,"Yes, more than once",Sell more healthy food options,"₦1,001 – ₦2,000",3,5,4,3,1,2-3x/week,Frequently,1,1,Yes - multiple times,3,1500
4/30/2026 6:18,100,CBSS,Once a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy, Pens / pencils / writing materials",Rarely,Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, None  I usually find what I need",Phone screen protectors,610 bags,Once or twice a week,Once a day,Every 23 weeks,Monthly,"Their location is more convenient, They restock quickly, Their prices are cheaper","Yes, once",More variety of food is needed,"₦2,001 – ₦3,000",3,3,4,3,3,Weekly,Rarely,1,1,Yes - once,2,2500
5/4/2026 12:44,400,CONAS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Tea / Milo / beverages, Provisions (sugar, milk, etc.), Airtime / data top-up, Printing / photocopy",Frequently (several times a week),Go off campus to buy it,"Specific snack or food type (e.g., a particular brand)",Sanitary pads,1120 bags,35 times a week,Rarely / never,Monthly,Monthly,They always have what I need in stock,"Yes, once",Always have change ready,"More than ₦3,000",4,4,1,2,3,2-3x/week,Frequently,1,0,Yes - once,3,3500
